"region","nivå","kjønn","statistikkvariabel","år","antall"
"Gran (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Gran (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Gran (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Gran (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Gran (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Søndre Land (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Søndre Land (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Søndre Land (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Søndre Land (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Søndre Land (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Søndre Land (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Søndre Land (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Søndre Land (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nordre Land (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Nordre Land (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nordre Land (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Nordre Land (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nordre Land (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Nordre Land (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nordre Land (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Nordre Land (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Sør-Aurdal (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Sør-Aurdal (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Sør-Aurdal (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Sør-Aurdal (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Sør-Aurdal (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Sør-Aurdal (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Sør-Aurdal (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Sør-Aurdal (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Etnedal (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Etnedal (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Etnedal (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Etnedal (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Etnedal (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Etnedal (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Etnedal (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Etnedal (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nord-Aurdal (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Nord-Aurdal (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nord-Aurdal (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Nord-Aurdal (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nord-Aurdal (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Nord-Aurdal (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Nord-Aurdal (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Nord-Aurdal (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Vestre Slidre (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Vestre Slidre (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Vestre Slidre (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Vestre Slidre (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Vestre Slidre (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Vestre Slidre (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Vestre Slidre (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Vestre Slidre (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Øystre Slidre (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Øystre Slidre (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Øystre Slidre (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Øystre Slidre (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Øystre Slidre (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Øystre Slidre (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Øystre Slidre (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Øystre Slidre (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Vang (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Vang (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Vang (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Vang (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Vang (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Vang (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Vang (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Vang (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Uoppgitt kommune Oppland","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Uoppgitt kommune Oppland","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Uoppgitt kommune Oppland","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Uoppgitt kommune Oppland","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Uoppgitt kommune Oppland","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Uoppgitt kommune Oppland","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Uoppgitt kommune Oppland","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Uoppgitt kommune Oppland","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Buskerud (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",0
"Buskerud (-2019)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Buskerud (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",0
"Buskerud (-2019)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Buskerud (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",0
"Buskerud (-2019)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Buskerud (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",0
"Buskerud (-2019)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",0
"Vestfold og Telemark (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",352002
"Vestfold og Telemark (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Vestfold og Telemark (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",139758
"Vestfold og Telemark (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",39.9
"Vestfold og Telemark (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",83252
"Vestfold og Telemark (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",23.8
"Vestfold og Telemark (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",25662
"Vestfold og Telemark (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",7.3
"Horten (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",23026
"Horten (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Horten (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",8827
"Horten (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",38.6
"Horten (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",5932
"Horten (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",25.9
"Horten (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",1837
"Horten (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",8
"Holmestrand (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",21062
"Holmestrand (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Holmestrand (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",8671
"Holmestrand (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",41.4
"Holmestrand (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",4698
"Holmestrand (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",22.4
"Holmestrand (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",1420
"Holmestrand (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",6.8
"Tønsberg (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",47526
"Tønsberg (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Tønsberg (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",17516
"Tønsberg (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",37
"Tønsberg (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",13007
"Tønsberg (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",27.5
"Tønsberg (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",4507
"Tønsberg (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",9.5
"Sandefjord (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",53420
"Sandefjord (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Sandefjord (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",21141
"Sandefjord (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",39.9
"Sandefjord (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",12272
"Sandefjord (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",23.1
"Sandefjord (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",3710
"Sandefjord (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",7
"Larvik (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",39727
"Larvik (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Larvik (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",16310
"Larvik (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",41.3
"Larvik (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",8881
"Larvik (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",22.5
"Larvik (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",2562
"Larvik (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",6.5
"Porsgrunn (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",30510
"Porsgrunn (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Porsgrunn (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",11927
"Porsgrunn (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",39.3
"Porsgrunn (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",7015
"Porsgrunn (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",23.1
"Porsgrunn (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",2377
"Porsgrunn (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",7.8
"Skien (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over","2021",45788
"Skien (2020-2023)","Utdanningsnivå i alt","Begge kjønn","Personer 16 år og over (prosent)","2021",100
"Skien (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over","2021",17749
"Skien (2020-2023)","Videregående skolenivå","Begge kjønn","Personer 16 år og over (prosent)","2021",39
"Skien (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over","2021",10559
"Skien (2020-2023)","Universitets- og høgskolenivå, kort","Begge kjønn","Personer 16 år og over (prosent)","2021",23.2
"Skien (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over","2021",3232
"Skien (2020-2023)","Universitets- og høgskolenivå, lang","Begge kjønn","Personer 16 år og over (prosent)","2021",7.1
